semester,program,letnik,predmet,zacetek,trajanje,dan,vrsta,predavalnica,predavatelj,stevilo programov
Poletni semester 2018/19,Finančna matematika,2. letnik,Seminar,12,2,četrtek,S,2.03,['Matija Vidmar'],1
Poletni semester 2018/19,Finančna matematika,2. letnik,Numerične metode 2,8,2,petek,V,P.05,['Timotej Hrga'],2
Poletni semester 2018/19,Finančna matematika,2. letnik,Verjetnost in statistika,10,3,petek,P,2.03,['Jaka Smrekar'],1
Poletni semester 2018/19,Finančna matematika,3. letnik,Programiranje 2,8,2,ponedeljek,P,3.11,['Alexander Keith Simpson'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,Slučajni procesi 1,10,2,ponedeljek,P,P.02,['Janez Bernik'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,Diskretna matematika 1,12,2,ponedeljek,V,2.04,['Vesna Iršič'],3
Poletni semester 2018/19,Finančna matematika,3. letnik,Osnove podatkovnih baz,12,2,ponedeljek,P,3.11,['Alen Orbanić'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,Afina in projektivna geometrija,14,2,ponedeljek,V,2.04,['Jure Kališnik'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,Matematično modeliranje,14,2,ponedeljek,P,2.02,['Emil Žagar'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,Slučajni procesi 1,16,2,ponedeljek,V,P.02,['Matija Vidmar'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,MAT-DM1,8,2,torek,P,2.03,[],3
Poletni semester 2018/19,Finančna matematika,3. letnik,FIN-FTI,8,3,torek,P,P-217,"['Aleš Berk Skok', 'Marko Košak']",1
Poletni semester 2018/19,Finančna matematika,3. letnik,MAT-UGT,10,2,torek,P,2.03,['Sašo Strle'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,PSA2,10,2,torek,V,2.02,['Jure Slak'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,Uvod v geometrijsko topologijo,12,2,torek,V,3.07,['Aleš Vavpetič'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,Diplomski seminar,12,2,torek,S,2.01,['Tomaž Košir'],1
Poletni semester 2018/19,Finančna matematika,3. letnik,Teorija kodiranja in kriptografija,14,2,torek,P,3.07,['Arjana Žitnik'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,Ekonometrija 1,14,2,torek,P,2.03,['Miroslav Verbič'],1
Poletni semester 2018/19,Finančna matematika,3. letnik,Teorija kodiranja in kriptografija,16,2,torek,V,3.04,['Tilen Marc'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,Kolokviji F3,18,2,torek,P,2.01,['X'],1
Poletni semester 2018/19,Finančna matematika,3. letnik,Programiranje 2,8,2,sreda,Ostale skupine,3.10,['Matjaž Zaveršnik'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,Statistika 1,8,2,sreda,P,2.03,['Maja Pohar Perme'],1
Poletni semester 2018/19,Finančna matematika,3. letnik,Statistika 1,10,2,sreda,V,2.03,['Gregor Šega'],1
Poletni semester 2018/19,Finančna matematika,3. letnik,Programiranje 2,12,2,sreda,V,3.10,['Matjaž Zaveršnik'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,Matematično modeliranje,12,2,sreda,V,3.11,['Timotej Hrga'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,Algebraične krivulje,14,2,sreda,P,2.02,['Anita Buckley'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,Teorija iger,7,3,četrtek,V,P.02,['Martin Raič'],3
Poletni semester 2018/19,Finančna matematika,3. letnik,Diskretna matematika 2,10,2,četrtek,P,2.02,['Matjaž Konvalinka'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,Diplomski seminar,10,2,četrtek,Ostale skupine,3.06,['Tomaž Košir'],1
Poletni semester 2018/19,Finančna matematika,3. letnik,MAT-OPB,12,2,četrtek,Ostale skupine,3.11,['Janoš Vidali'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,MAT-APG,12,2,četrtek,P,P.04,['Aleš Vavpetič'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,PSA2,12,2,četrtek,P,3.06,['Sergio Cabello'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,MAT-ALG2,14,2,četrtek,V,2.04,['Klemen Šivic'],3
Poletni semester 2018/19,Finančna matematika,3. letnik,MAT-DM2,14,2,četrtek,V,3.07,['Arjana Žitnik'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,FIN-EKO,14,3,četrtek,V,3.11,['Miroslav Verbič'],1
Poletni semester 2018/19,Finančna matematika,3. letnik,Algebraične krivulje,8,2,petek,V,2.04,['Klemen Šivic'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,Algebra 3,8,2,petek,P,2.03,['Jakob Cimprič'],3
Poletni semester 2018/19,Finančna matematika,3. letnik,MAT-ALG2,10,2,petek,P,2.02,['Matej Brešar'],3
Poletni semester 2018/19,Finančna matematika,3. letnik,MAT-OPB,10,2,petek,V,3.11,['Janoš Vidali'],2
Poletni semester 2018/19,Finančna matematika,3. letnik,MAT-ALG3,10,2,petek,V,3.07,['Janez Šter'],3
Poletni semester 2018/19,Finančna matematika,3. letnik,FIN-FTI,10,3,petek,P,P-008,"['Aleš Berk Skok', 'Marko Košak']",1
Poletni semester 2018/19,Finančna matematika,3. letnik,FIN-MM,12,2,petek,Ostale skupine,3.11,['Timotej Hrga'],4
Poletni semester 2018/19,Finančna matematika,3. letnik,Teorija iger,14,3,petek,P,P.05,['Sergio Cabello'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Izbrane poglavja iz računalniške matematike,8,2,ponedeljek,V,3.10,['Jan Kralj'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,NINDE / IPNM,10,3,ponedeljek,P,3.05,['Emil Žagar'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Teorija grafov,14,2,ponedeljek,V,3.04,['Vesna Iršič'],4
Poletni semester 2018/19,Finančna matematika,magistrski študij,Logika,8,3,torek,P,3.07,['Alexander Keith Simpson'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Matematični modeli v biologiji,12,3,torek,P,2.02,['Barbara Boldin'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Logika,15,2,torek,V,P.05,['Gregor Dolinar'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,NINDE / IPNM,8,2,sreda,V,3.05,['Karla Ferjančič'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Parcialne diferencialne enačbe,12,3,sreda,P,3.06,['Aleksey Kostenko'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Liejeve grupe,8,3,četrtek,P,3.07,['Janez Mrčun'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Matematični modeli v biologiji,11,2,četrtek,V,3.12,['Barbara Boldin'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Teorija grafov,13,3,četrtek,P,P.01,['Sandi Klavžar'],4
Poletni semester 2018/19,Finančna matematika,magistrski študij,Izbrane poglavja iz računalniške matematike,16,3,četrtek,P,P.01,['Ljupčo Todorovski'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Parcialne diferencialne enačbe,8,2,petek,V,3.06,['Michael Kaplin'],3
Poletni semester 2018/19,Finančna matematika,magistrski študij,Delovna praksa (F),9,1,petek,P,,['Tomaž Košir'],1
Poletni semester 2018/19,Finančna matematika,magistrski študij,Liejeve grupe,10,2,petek,V,3.06,['Jure Kališnik'],3
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,1. letnik,Diskretne strukture 2,12,3,torek,V,P.05,['Tilen Marc'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,1. letnik,Kolokviji IŠRM 1,16,2,torek,P,2.05,['X'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,1. letnik,Linearna algebra,8,2,sreda,P,P.04,['Jakob Cimprič'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,1. letnik,Analiza 2,10,3,sreda,V,2.04,['David Dolžan'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,1. letnik,Linearna algebra,13,2,sreda,V,2.04,['Gregor Podlogar'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,1. letnik,Analiza 2,9,3,četrtek,P,2.03,['Bojan Magajna'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,1. letnik,Diskretne strukture 2,12,3,četrtek,P,2.02,['Primož Potočnik'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,2. letnik,Izbrana poglavja iz matematike,9,3,torek,P,P.05,['Petar Pavešić'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,2. letnik,Optimizacijske metode,13,3,torek,P,3.04,[],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,2. letnik,Principi programskih jezikov,8,3,sreda,P,FRI,['Andrej Bauer'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,2. letnik,Optimizacijske metode,10,3,petek,V,2.04,['Arjana Žitnik'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,2. letnik,Izbrana poglavja iz matematike,13,2,petek,V,2.04,['Jure Kališnik'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Finančna matematika 1,12,2,ponedeljek,P,2.05,['Tomaž Košir'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Afina in projektivna geometrija,14,2,ponedeljek,V,2.04,['Jure Kališnik'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Matematično modeliranje,14,2,ponedeljek,P,2.02,['Emil Žagar'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Verjetnostni račun in statistika,8,2,torek,P,3.05,['Roman Drnovšek'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Uvod v geometrijsko topologijo,10,2,torek,P,2.03,['Sašo Strle'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Numerične metode 2,10,2,torek,P,P.01,['Bor Plestenjak'],2
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Uvod v geometrijsko topologijo,12,2,torek,V,3.07,['Aleš Vavpetič'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Teorija kodiranja in kriptografija,14,2,torek,P,3.07,['Arjana Žitnik'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Teorija kodiranja in kriptografija,16,2,torek,V,3.04,['Tilen Marc'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Finančna matematika 1,12,2,sreda,V,2.02,['Nika Novak'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Matematično modeliranje,12,2,sreda,V,3.11,['Timotej Hrga'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Algebraične krivulje,14,2,sreda,P,2.02,['Anita Buckley'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Teorija iger,7,3,četrtek,V,P.02,['Martin Raič'],3
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Verjetnostni račun in statistika,10,1,četrtek,V,3.05,['Martin Raič'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Verjetnostni račun in statistika,11,1,četrtek,V,P.05,['Martin Raič'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Afina in projektivna geometrija,12,2,četrtek,P,P.04,['Aleš Vavpetič'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Algebraične krivulje,8,2,petek,V,2.04,['Klemen Šivic'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Numerične metode 2,8,2,petek,V,P.05,['Timotej Hrga'],2
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Matematično modeliranje,12,2,petek,Ostale skupine,3.11,['Timotej Hrga'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,3. letnik,Teorija iger,14,3,petek,P,P.05,['Sergio Cabello'],3
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,magistrski študij,NINDE / IPNM,10,3,ponedeljek,P,3.05,['Emil Žagar'],3
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,magistrski študij,Teorija grafov,14,2,ponedeljek,V,3.04,['Vesna Iršič'],4
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,magistrski študij,Seminar IŠRM,16,2,ponedeljek,S,3.06,['Matija Pretnar'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,magistrski študij,NINDE / IPNM,8,2,sreda,V,3.05,['Karla Ferjančič'],3
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,magistrski študij,Računska geometrija,14,3,sreda,P,3.04,['Sergio Cabello'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,magistrski študij,Računska geometrija,17,2,sreda,V,3.04,['Janoš Vidali'],1
Poletni semester 2018/19,Interdisciplinarni študij računalništva in matematike,magistrski študij,Teorija grafov,13,3,četrtek,P,P.01,['Sandi Klavžar'],4
Poletni semester 2018/19,Matematika,1. letnik,Fizika 1,7,3,ponedeljek,V,2.01,['Gregor Skačej'],1
Poletni semester 2018/19,Matematika,1. letnik,Analiza 1,8,2,ponedeljek,Ostale skupine,2.02,['Uroš Kuzman'],2
Poletni semester 2018/19,Matematika,1. letnik,Analiza 1,10,2,ponedeljek,P,2.05,['Barbara Drinovec Drnovšek'],2
Poletni semester 2018/19,Matematika,1. letnik,Algebra 1,12,2,ponedeljek,V,2.01,['Gregor Cigler'],2
Poletni semester 2018/19,Matematika,1. letnik,Algebra 1,12,2,ponedeljek,Ostale skupine,P.02,[],2
Poletni semester 2018/19,Matematika,1. letnik,Uvod v programiranje,14,2,ponedeljek,P,2.05,['Matija Pretnar'],2
Poletni semester 2018/19,Matematika,1. letnik,Uvod v programiranje,9,2,torek,Ostale skupine,2.01,['Matija Pretnar'],2
Poletni semester 2018/19,Matematika,1. letnik,Fizika 1,11,3,torek,P,VFP,['Borut Paul Kerševan'],1
Poletni semester 2018/19,Matematika,1. letnik,Uvod v programiranje,14,3,torek,V,3.11,['Žiga Lukšič'],2
Poletni semester 2018/19,Matematika,1. letnik,Uvod v programiranje,14,3,torek,Ostale skupine,3.12,['Alen Orbanić'],2
Poletni semester 2018/19,Matematika,1. letnik,Fizika 1,7,3,sreda,Ostale skupine,2.02,['Gregor Skačej'],1
Poletni semester 2018/19,Matematika,1. letnik,Analiza 1,9,1,sreda,V,2.01,['Jure Kališnik'],2
Poletni semester 2018/19,Matematika,1. letnik,Analiza 1,10,2,sreda,P,2.05,['Barbara Drinovec Drnovšek'],2
Poletni semester 2018/19,Matematika,1. letnik,Proseminar A,12,2,sreda,V,2.05,['Jure Kališnik'],2
Poletni semester 2018/19,Matematika,1. letnik,Proseminar B,12,2,sreda,V,2.05,['Jure Kališnik'],1
Poletni semester 2018/19,Matematika,1. letnik,Uvod v programiranje,14,3,sreda,Ostale skupine,3.11,['Anja Petković'],2
Poletni semester 2018/19,Matematika,1. letnik,Uvod v programiranje,17,3,sreda,Ostale skupine,3.11,[],2
Poletni semester 2018/19,Matematika,1. letnik,Algebra 1,9,1,četrtek,Ostale skupine,2.01,[],2
Poletni semester 2018/19,Matematika,1. letnik,Algebra 1,10,2,četrtek,P,2.05,['Klemen Šivic'],2
Poletni semester 2018/19,Matematika,1. letnik,Analiza 1,12,2,četrtek,Ostale skupine,P.05,['Uroš Kuzman'],2
Poletni semester 2018/19,Matematika,1. letnik,Analiza 1,12,3,četrtek,V,2.05,['Jure Kališnik'],2
Poletni semester 2018/19,Matematika,1. letnik,Kolokviji M1,17,2,četrtek,P,2.01,['X'],2
Poletni semester 2018/19,Matematika,1. letnik,Kolokviji M1,17,2,četrtek,P,2.05,['X'],2
Poletni semester 2018/19,Matematika,1. letnik,Algebra 1,9,1,petek,V,2.05,['Gregor Cigler'],2
Poletni semester 2018/19,Matematika,1. letnik,Algebra 1,10,1,petek,P,2.05,['Klemen Šivic'],2
Poletni semester 2018/19,Matematika,1. letnik,Proseminar B,11,2,petek,P,2.05,['Igor Klep'],1
Poletni semester 2018/19,Matematika,2. letnik,Programiranje 2,8,2,ponedeljek,P,3.11,['Alexander Keith Simpson'],2
Poletni semester 2018/19,Matematika,2. letnik,Analiza 2b,10,2,ponedeljek,P,2.02,['Miran Černe'],2
Poletni semester 2018/19,Matematika,2. letnik,Diskretna matematika 1,12,2,ponedeljek,V,2.04,['Vesna Iršič'],3
Poletni semester 2018/19,Matematika,2. letnik,Afina in projektivna geometrija,14,2,ponedeljek,V,2.04,['Jure Kališnik'],4
Poletni semester 2018/19,Matematika,2. letnik,Diskretna matematika 1,8,2,torek,P,2.03,[],3
Poletni semester 2018/19,Matematika,2. letnik,Uvod v geometrijsko topologijo,10,2,torek,P,2.03,['Sašo Strle'],4
Poletni semester 2018/19,Matematika,2. letnik,Uvod v geometrijsko topologijo,12,2,torek,V,3.07,['Aleš Vavpetič'],4
Poletni semester 2018/19,Matematika,2. letnik,Kolokviji M2,18,2,torek,P,2.05,['X'],2
Poletni semester 2018/19,Matematika,2. letnik,Programiranje 2,8,2,sreda,Ostale skupine,3.10,['Matjaž Zaveršnik'],2
Poletni semester 2018/19,Matematika,2. letnik,Analiza 2b,10,2,sreda,P,2.02,['Miran Černe'],2
Poletni semester 2018/19,Matematika,2. letnik,Programiranje 2,12,2,sreda,V,3.10,['Matjaž Zaveršnik'],2
Poletni semester 2018/19,Matematika,2. letnik,Algebraične krivulje,14,2,sreda,P,2.02,['Anita Buckley'],4
Poletni semester 2018/19,Matematika,2. letnik,Analiza 2b,8,2,četrtek,V,2.02,['Gregor Cigler'],2
Poletni semester 2018/19,Matematika,2. letnik,SEM,10,2,četrtek,S,2.01,['Primož Potočnik'],3
Poletni semester 2018/19,Matematika,2. letnik,SEM,10,2,četrtek,Ostale skupine,P.04,['Primož Moravec'],3
Poletni semester 2018/19,Matematika,2. letnik,Afina in projektivna geometrija,12,2,četrtek,P,P.04,['Aleš Vavpetič'],4
Poletni semester 2018/19,Matematika,2. letnik,Algebra 2,14,2,četrtek,V,2.04,['Klemen Šivic'],3
Poletni semester 2018/19,Matematika,2. letnik,Algebraične krivulje,8,2,petek,V,2.04,['Klemen Šivic'],4
Poletni semester 2018/19,Matematika,2. letnik,Algebra 2,10,2,petek,P,2.02,['Matej Brešar'],3
Poletni semester 2018/19,Matematika,2. letnik,Analiza 2b,12,1,petek,V,2.02,['Gregor Cigler'],2
Poletni semester 2018/19,Matematika,2. letnik,Seminar 1/2,14,2,petek,S,2.02,['Igor Klep'],3
Poletni semester 2018/19,Matematika,3. letnik,Statistika,8,2,ponedeljek,P,P.05,['Mihael Perman'],1
Poletni semester 2018/19,Matematika,3. letnik,Slučajni procesi 1,10,2,ponedeljek,P,P.02,['Janez Bernik'],2
Poletni semester 2018/19,Matematika,3. letnik,Statistika,10,2,ponedeljek,V,P.05,['Martin Raič'],1
Poletni semester 2018/19,Matematika,3. letnik,Finančna matematika 1,12,2,ponedeljek,P,2.05,['Tomaž Košir'],4
Poletni semester 2018/19,Matematika,3. letnik,Osnove podatkovnih baz,12,2,ponedeljek,P,3.11,['Alen Orbanić'],2
Poletni semester 2018/19,Matematika,3. letnik,Matematično modeliranje,14,2,ponedeljek,P,2.02,['Emil Žagar'],4
Poletni semester 2018/19,Matematika,3. letnik,Slučajni procesi 1,16,2,ponedeljek,V,P.02,['Matija Vidmar'],2
Poletni semester 2018/19,Matematika,3. letnik,Analiza 4,7,3,torek,V,3.04,['Lucijan Plevnik'],1
Poletni semester 2018/19,Matematika,3. letnik,Podatkovne strukture in algoritmi 2,10,2,torek,V,2.02,['Jure Slak'],2
Poletni semester 2018/19,Matematika,3. letnik,Elementarna geometrija,10,3,torek,P,3.04,['Boris Lavrič'],1
Poletni semester 2018/19,Matematika,3. letnik,Diplomski seminar,12,2,torek,S,2.03,['Roman Drnovšek'],1
Poletni semester 2018/19,Matematika,3. letnik,Teorija kodiranja in kriptografija,14,2,torek,P,3.07,['Arjana Žitnik'],4
Poletni semester 2018/19,Matematika,3. letnik,Teorija kodiranja in kriptografija,16,2,torek,V,3.04,['Tilen Marc'],4
Poletni semester 2018/19,Matematika,3. letnik,Numerična linearna algebra,8,2,sreda,P,2.04,['Bor Plestenjak'],2
Poletni semester 2018/19,Matematika,3. letnik,Elementarna geometrija,8,2,sreda,V,3.11,[],1
Poletni semester 2018/19,Matematika,3. letnik,Analiza 4,10,2,sreda,P,P.02,['Pavle Saksida'],1
Poletni semester 2018/19,Matematika,3. letnik,MAT-NLA,12,2,sreda,V,2.03,['Matej Petković'],2
Poletni semester 2018/19,Matematika,3. letnik,FIN-FM1,12,2,sreda,V,2.02,['Nika Novak'],4
Poletni semester 2018/19,Matematika,3. letnik,FIN-MM,12,2,sreda,V,3.11,['Timotej Hrga'],4
Poletni semester 2018/19,Matematika,3. letnik,Analiza 4,14,1,sreda,P,2.03,['Pavle Saksida'],1
Poletni semester 2018/19,Matematika,3. letnik,Diplomski seminar,15,2,sreda,S,2.04,['Roman Drnovšek'],1
Poletni semester 2018/19,Matematika,3. letnik,Kolokviji M3,18,2,sreda,P,2.01,['X'],2
Poletni semester 2018/19,Matematika,3. letnik,Teorija iger,7,3,četrtek,V,P.02,['Martin Raič'],3
Poletni semester 2018/19,Matematika,3. letnik,Diskretna matematika 2,10,2,četrtek,P,2.02,['Matjaž Konvalinka'],2
Poletni semester 2018/19,Matematika,3. letnik,Osnove podatkovnih baz,12,2,četrtek,Ostale skupine,3.11,['Janoš Vidali'],2
Poletni semester 2018/19,Matematika,3. letnik,Podatkovne strukture in algoritmi 2,12,2,četrtek,P,3.06,['Sergio Cabello'],2
Poletni semester 2018/19,Matematika,3. letnik,Diskretna matematika 2,14,2,četrtek,V,3.07,['Arjana Žitnik'],2
Poletni semester 2018/19,Matematika,3. letnik,Algebra 3,8,2,petek,P,2.03,['Jakob Cimprič'],3
Poletni semester 2018/19,Matematika,3. letnik,Osnove podatkovnih baz,10,2,petek,V,3.11,['Janoš Vidali'],2
Poletni semester 2018/19,Matematika,3. letnik,Algebra 3,10,2,petek,V,3.07,['Janez Šter'],3
Poletni semester 2018/19,Matematika,3. letnik,Matematično modeliranje,12,2,petek,Ostale skupine,3.11,['Timotej Hrga'],4
Poletni semester 2018/19,Matematika,3. letnik,Teorija iger,14,3,petek,P,P.05,['Sergio Cabello'],3
Poletni semester 2018/19,Matematika,magistrski študij,Izbrane poglavja iz računalniške matematike,8,2,ponedeljek,V,3.10,['Jan Kralj'],3
Poletni semester 2018/19,Matematika,magistrski študij,NINDE / IPNM,10,3,ponedeljek,P,3.05,['Emil Žagar'],3
Poletni semester 2018/19,Matematika,magistrski študij,ASTR,14,2,ponedeljek,P,F1,['Tomaž Zwitter'],2
Poletni semester 2018/19,Matematika,magistrski študij,MAT2-TG,14,2,ponedeljek,V,3.04,['Vesna Iršič'],4
Poletni semester 2018/19,Matematika,magistrski študij,MAT2-MF,15,3,ponedeljek,P,3.07,['Peter Križan'],2
Poletni semester 2018/19,Matematika,magistrski študij,Moderna fizika,18,2,ponedeljek,V,3.07,['Andrej Petelin'],2
Poletni semester 2018/19,Matematika,magistrski študij,Logika,8,3,torek,P,3.07,['Alexander Keith Simpson'],3
Poletni semester 2018/19,Matematika,magistrski študij,Astronomija,12,1,torek,V,F6,['Dunja Fabjan'],2
Poletni semester 2018/19,Matematika,magistrski študij,Matematični modeli v biologiji,12,3,torek,P,2.02,['Barbara Boldin'],3
Poletni semester 2018/19,Matematika,magistrski študij,Logika,15,2,torek,V,P.05,['Gregor Dolinar'],3
Poletni semester 2018/19,Matematika,magistrski študij,NINDE / IPNM,8,2,sreda,V,3.05,['Karla Ferjančič'],3
Poletni semester 2018/19,Matematika,magistrski študij,Parcialne diferencialne enačbe,12,3,sreda,P,3.06,['Aleksey Kostenko'],3
Poletni semester 2018/19,Matematika,magistrski študij,Moderna fizika,15,2,sreda,V,3.07,['Andrej Petelin'],2
Poletni semester 2018/19,Matematika,magistrski študij,Liejeve grupe,8,3,četrtek,P,3.07,['Janez Mrčun'],3
Poletni semester 2018/19,Matematika,magistrski študij,Matematični modeli v biologiji,11,2,četrtek,V,3.12,['Barbara Boldin'],3
Poletni semester 2018/19,Matematika,magistrski študij,Teorija grafov,13,3,četrtek,P,P.01,['Sandi Klavžar'],4
Poletni semester 2018/19,Matematika,magistrski študij,Izbrane poglavja iz računalniške matematike,16,3,četrtek,P,P.01,['Ljupčo Todorovski'],3
Poletni semester 2018/19,Matematika,magistrski študij,Parcialne diferencialne enačbe,8,2,petek,V,3.06,['Michael Kaplin'],3
Poletni semester 2018/19,Matematika,magistrski študij,Liejeve grupe,10,2,petek,V,3.06,['Jure Kališnik'],3
Poletni semester 2018/19,Matematika,magistrski študij,Matematični seminar,12,2,petek,S,3.07,['Matjaž Konvalinka'],1
Poletni semester 2018/19,Matematika,doktorski študij,Izbrana poglavja iz numerične matematike,9,1,ponedeljek,P,3.06,['Marjetka Knez'],1
Poletni semester 2018/19,Matematika,doktorski študij,Seminar za geometrijo,10,2,ponedeljek,S,3.06,['Tomaž Košir'],1
Poletni semester 2018/19,Matematika,doktorski študij,Topološki seminar,12,2,ponedeljek,S,3.06,['Petar Pavešić'],1
Poletni semester 2018/19,Matematika,doktorski študij,Seminar za diskretno matematiko,10,2,torek,S,PS,['Primož Potočnik'],1
Poletni semester 2018/19,Matematika,doktorski študij,Seminar za kompleksno analizo,12,2,torek,S,3.06,"['Barbara Drinovec Drnovšek', 'Franc Forstnerič']",1
Poletni semester 2018/19,Matematika,doktorski študij,Izbrana poglavja iz topologije,14,2,torek,P,3.06,"['Jaka Smrekar', 'Andrej Bauer']",1
Poletni semester 2018/19,Matematika,doktorski študij,Izbrana poglavja iz numerične matematike,8,2,sreda,P,3.06,['Marjetka Knez'],1
Poletni semester 2018/19,Matematika,doktorski študij,Seminar za numerično analizo,10,2,sreda,S,3.06,['Bor Plestenjak'],1
Poletni semester 2018/19,Matematika,doktorski študij,Seminar za geometrijsko topologijo,10,2,sreda,S,3.07,['Dušan Repovš'],1
Poletni semester 2018/19,Matematika,doktorski študij,Seminar za temelje,11,2,četrtek,S,3.07,['Andrej Bauer'],1
Poletni semester 2018/19,Matematika,doktorski študij,Seminar SAFA,12,2,četrtek,S,2.04,"['Drnovšek, Moravec']",1
Poletni semester 2018/19,Matematika,doktorski študij,Seminar za finančno matematiko,14,2,četrtek,S,3.06,['Janez Bernik'],1
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Analiza 1,8,2,ponedeljek,Ostale skupine,2.02,['Uroš Kuzman'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Analiza 1,10,2,ponedeljek,P,2.05,['Barbara Drinovec Drnovšek'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Algebra 1,12,2,ponedeljek,V,2.01,['Gregor Cigler'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Algebra 1,12,2,ponedeljek,Ostale skupine,P.02,[],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Analiza 1,9,1,sreda,V,2.01,['Jure Kališnik'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Analiza 1,10,2,sreda,P,2.05,['Barbara Drinovec Drnovšek'],2
Poletni semester 2018/19,Pedagoška matematika,1. letnik,Proseminar A,12,2,sreda,V,2.05,['Jure Kališnik'],2
