semester,program,letnik,predmet,zacetek,trajanje,dan,vrsta,predavalnica,predavatelj,stevilo programov
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,1. letnik,Analiza 2,9,3,torek,P,3.04,['Barbara Drinovec Drnovšek'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,1. letnik,Diskretne strukture 2,12,3,torek,P,3.04,['Matjaž Konvalinka'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,1. letnik,Kolokviji IŠRM 1,16,2,torek,P,2.05,['X'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,1. letnik,Linearna algebra,8,2,sreda,P,3.04,['Jakob Cimprič'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,1. letnik,Diskretne strukture 2,10,3,sreda,V,3.04,['Gregor Rus'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,1. letnik,Linearna algebra,13,2,sreda,V,3.04,['Ajda Lemut Furlani'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,1. letnik,Analiza 2,12,3,četrtek,V,P.02,['Andrej Svetina'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,2. letnik,Principi programskih jezikov,8,3,ponedeljek,P,FRI,['Andrej Bauer'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,2. letnik,Izbrana poglavja iz matematike,10,2,torek,P,2.02,['Petar Pavešić'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,2. letnik,Optimizacijske metode,12,3,torek,V,2.03,['Gašper Žajdela'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,2. letnik,Optimizacijske metode,10,3,petek,P,2.04,['Matjaž Konvalinka'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,2. letnik,Izbrana poglavja iz matematike,13,2,petek,V,2.04,['Dejan Govc'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,2. letnik,Kolokviji IŠRM 2,17,2,petek,P,2.05,['X'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Matematično modeliranje,12,2,ponedeljek,V,P.01,['Tadej Kanduč'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Numerične metode 2,12,2,ponedeljek,P,2.01,['Marjetka Knez'],2
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Afina in projektivna geometrija,14,2,ponedeljek,V,3.05,['Jure Kališnik'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Matematično modeliranje,14,2,ponedeljek,P,2.02,['Emil Žagar'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Finančna matematika 1,10,2,torek,P,2.05,['Tomaž Košir'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Uvod v geometrijsko topologijo,10,2,torek,P,2.03,['Sašo Strle'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Uvod v geometrijsko topologijo,12,2,torek,V,3.07,['Davorin Lešnik'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Teorija kodiranja in kriptografija,14,2,torek,P,2.04,['Tilen Marc'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Teorija kodiranja in kriptografija,16,2,torek,V,3.05,['Samed Bajrić'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Verjetnostni račun in statistika,8,2,sreda,P,3.06,['Tomaž Košir'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Finančna matematika 1,12,2,sreda,V,2.02,['Nika Novak'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Algebraične krivulje,14,2,sreda,V,P.01,['Matej Filip'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Afina in projektivna geometrija,12,2,četrtek,P,2.02,['Aleš Vavpetič'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Numerične metode 2,12,2,četrtek,V,P.01,['Ada Šadl Praprotnik'],2
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Algebraične krivulje,8,2,petek,P,2.04,['Jakob Cimprič'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Numerične metode 2,8,2,petek,V,2.02,['Ada Šadl Praprotnik'],2
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Verjetnostni račun in statistika,10,2,petek,V,3.05,['Martin Raič'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Matematično modeliranje,10,2,petek,Ostale skupine,3.11,['Tadej Kanduč'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,3. letnik,Kolokviji IŠRM3,16,2,petek,O,2.01,['X'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,magistrski študij,Izbrana poglavja iz diskretne matematike,10,2,ponedeljek,P,3.05,['Primož Potočnik'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,magistrski študij,IŠRM seminar,12,2,ponedeljek,S,3.07,['Matija Pretnar'],1
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,magistrski študij,Izbrana poglavja iz diskretne matematike,11,1,torek,S,3.05,['Micael Alexi Toledo Roy'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,magistrski študij,Iterativne numerične metode v linearni algebri / Izbrana poglavja iz numerične matematike,12,3,torek,P,2.02,['Bor Plestenjak'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,magistrski študij,Iterativne numerične metode v linearni algebri / Izbrana poglavja iz numerične matematike,8,2,sreda,V,1.01,['Tadej Kanduč'],4
Poletni semester 2024/25,Interdisciplinarni študij računalništva in matematike,magistrski študij,Izbrana poglavja iz diskretne matematike,12,2,petek,V,2.03,['Micael Alexi Toledo Roy'],4
Poletni semester 2024/25,Matematika,1. letnik,Algebra 1,8,2,ponedeljek,Ostale skupine,2.02,['Lucijan Plevnik'],2
Poletni semester 2024/25,Matematika,1. letnik,Algebra 1,8,2,ponedeljek,V,2.01,['Gregor Cigler'],2
Poletni semester 2024/25,Matematika,1. letnik,Analiza 1,10,2,ponedeljek,P,2.05,['Barbara Drinovec Drnovšek'],2
Poletni semester 2024/25,Matematika,1. letnik,Fizika 1,12,3,ponedeljek,V,2.05,['Tomaž Rejec'],1
Poletni semester 2024/25,Matematika,1. letnik,Fizika 1,12,3,ponedeljek,Ostale skupine,1.01,['Gregor Skačej'],1
Poletni semester 2024/25,Matematika,1. letnik,Algebra 1,8,1,torek,V,2.05,['Gregor Cigler'],2
Poletni semester 2024/25,Matematika,1. letnik,Algebra 1,8,1,torek,Ostale skupine,2.02,['Lucijan Plevnik'],2
Poletni semester 2024/25,Matematika,1. letnik,Uvod v programiranje,9,2,torek,P,2.01,['Tilen Marc'],2
Poletni semester 2024/25,Matematika,1. letnik,Fizika 1,11,3,torek,P,VFP,['Marko Žnidarič'],1
Poletni semester 2024/25,Matematika,1. letnik,MAT-FIZ1,14,1,torek,T,MFP,['Matija Derganc'],1
Poletni semester 2024/25,Matematika,1. letnik,MAT-UVP,14,3,torek,V,3.11,['Matjaž Zaveršnik'],2
Poletni semester 2024/25,Matematika,1. letnik,MAT-UVP,14,3,torek,Ostale skupine,3.10,['Ajda Lampe'],2
Poletni semester 2024/25,Matematika,1. letnik,Algebra 1,9,3,sreda,P,2.05,['Klemen Šivic'],2
Poletni semester 2024/25,Matematika,1. letnik,Analiza 1,12,2,sreda,Ostale skupine,2.05,['Dejan Govc'],2
Poletni semester 2024/25,Matematika,1. letnik,Analiza 1,12,2,sreda,V,1.01,['Jure Kališnik'],2
Poletni semester 2024/25,Matematika,1. letnik,Analiza 1 (kviz),14,1,sreda,V,2.05,"['Dejan Govc', 'Jure Kališnik']",2
Poletni semester 2024/25,Matematika,1. letnik,Fizika 1,15,1,sreda,T,3.04,['Luka Urbanč'],1
Poletni semester 2024/25,Matematika,1. letnik,Uvod v programiranje,15,3,sreda,Ostale skupine,3.11,['Matjaž Zaveršnik'],2
Poletni semester 2024/25,Matematika,1. letnik,Proseminar B,8,2,četrtek,V,2.05,['Lucijan Plevnik'],1
Poletni semester 2024/25,Matematika,1. letnik,Proseminar B,10,2,četrtek,P,2.01,['Gregor Cigler'],1
Poletni semester 2024/25,Matematika,1. letnik,Analiza 1,12,2,četrtek,Ostale skupine,2.01,['Dejan Govc'],2
Poletni semester 2024/25,Matematika,1. letnik,Analiza 1,12,2,četrtek,V,2.03,['Jure Kališnik'],2
Poletni semester 2024/25,Matematika,1. letnik,Kolokviji M1,17,2,četrtek,P,2.01,['X'],2
Poletni semester 2024/25,Matematika,1. letnik,Kolokviji M1,17,2,četrtek,P,2.05,['X'],2
Poletni semester 2024/25,Matematika,1. letnik,Analiza 1,8,2,petek,P,2.05,['Barbara Drinovec Drnovšek'],2
Poletni semester 2024/25,Matematika,1. letnik,Uvod v programiranje,10,2,petek,Ostale skupine,2.05,['Tilen Marc'],2
Poletni semester 2024/25,Matematika,2. letnik,Programiranje 2,8,2,ponedeljek,P,P.01,['Matija Pretnar'],2
Poletni semester 2024/25,Matematika,2. letnik,SEM,10,2,ponedeljek,Ostale skupine,3.07,['Matjaž Konvalinka'],3
Poletni semester 2024/25,Matematika,2. letnik,SEM,10,2,ponedeljek,Ostale skupine,2.02,['Matija Pretnar'],3
Poletni semester 2024/25,Matematika,2. letnik,Analiza 2b,12,2,ponedeljek,P,2.02,['Miran Černe'],2
Poletni semester 2024/25,Matematika,2. letnik,Afina in projektivna geometrija,14,2,ponedeljek,V,3.05,['Jure Kališnik'],4
Poletni semester 2024/25,Matematika,2. letnik,Kolokviji M2,16,2,ponedeljek,P,2.05,['X'],2
Poletni semester 2024/25,Matematika,2. letnik,Fizika 2,8,2,torek,V,1.01,['Gregor Skačej'],1
Poletni semester 2024/25,Matematika,2. letnik,Uvod v geometrijsko topologijo,10,2,torek,P,2.03,['Sašo Strle'],4
Poletni semester 2024/25,Matematika,2. letnik,Uvod v geometrijsko topologijo,12,2,torek,V,3.07,['Davorin Lešnik'],4
Poletni semester 2024/25,Matematika,2. letnik,SEM,14,2,torek,S,3.05,['Uroš Kuzman'],3
Poletni semester 2024/25,Matematika,2. letnik,Programiranje 2,8,2,sreda,V,P.01,"['Filip Koprivec', 'Gašper Žajdela']",2
Poletni semester 2024/25,Matematika,2. letnik,Analiza 2b,10,2,sreda,P,2.02,['Miran Černe'],2
Poletni semester 2024/25,Matematika,2. letnik,Algebraične krivulje,14,2,sreda,V,P.01,['Matej Filip'],4
Poletni semester 2024/25,Matematika,2. letnik,Analiza 2b,7,3,četrtek,V,2.02,['Gregor Cigler'],2
Poletni semester 2024/25,Matematika,2. letnik,Algebra 2,10,2,četrtek,P,2.02,['Primož Moravec'],3
Poletni semester 2024/25,Matematika,2. letnik,Afina in projektivna geometrija,12,2,četrtek,P,2.02,['Aleš Vavpetič'],4
Poletni semester 2024/25,Matematika,2. letnik,Fizika 2,14,2,četrtek,P,MFP,['Tomaž Podobnik'],1
Poletni semester 2024/25,Matematika,2. letnik,Algebraične krivulje,8,2,petek,P,2.04,['Jakob Cimprič'],4
Poletni semester 2024/25,Matematika,2. letnik,Algebra 2,10,2,petek,V,1.01,['Ganna Kudryavtseva'],3
Poletni semester 2024/25,Matematika,2. letnik,Fizika 2,12,2,petek,P,MFP,['Tomaž Podobnik'],1
Poletni semester 2024/25,Matematika,3. letnik,Analiza 4,10,2,ponedeljek,P,3.04,['Oliver Dragičević'],1
Poletni semester 2024/25,Matematika,3. letnik,Matematično modeliranje,12,2,ponedeljek,V,P.01,['Tadej Kanduč'],4
Poletni semester 2024/25,Matematika,3. letnik,Matematično modeliranje,14,2,ponedeljek,P,2.02,['Emil Žagar'],4
Poletni semester 2024/25,Matematika,3. letnik,Statistika,16,1,ponedeljek,P,2.02,['Martin Raič'],1
Poletni semester 2024/25,Matematika,3. letnik,Slučajni procesi 1,16,2,ponedeljek,P,P.01,['Janez Bernik'],2
Poletni semester 2024/25,Matematika,3. letnik,Statistika,7,3,torek,V,2.03,['Nika Novak'],1
Poletni semester 2024/25,Matematika,3. letnik,Finančna matematika 1,10,2,torek,P,2.05,['Tomaž Košir'],4
Poletni semester 2024/25,Matematika,3. letnik,Diplomski seminar,12,2,torek,S,2.04,['Urban Jezernik'],1
Poletni semester 2024/25,Matematika,3. letnik,Teorija kodiranja in kriptografija,14,2,torek,P,2.04,['Tilen Marc'],4
Poletni semester 2024/25,Matematika,3. letnik,Teorija kodiranja in kriptografija,16,2,torek,V,3.05,['Samed Bajrić'],4
Poletni semester 2024/25,Matematika,3. letnik,Kolokviji M3,18,2,torek,P,2.01,['X'],2
Poletni semester 2024/25,Matematika,3. letnik,Analiza 4,8,3,sreda,V,P.02,['Riccardo Ugolini'],1
Poletni semester 2024/25,Matematika,3. letnik,Analiza 4,11,1,sreda,P,P.02,['Oliver Dragičević'],1
Poletni semester 2024/25,Matematika,3. letnik,Numerična linearna algebra,12,2,sreda,V,2.03,['Tadej Kanduč'],2
Poletni semester 2024/25,Matematika,3. letnik,Finančna matematika 1,12,2,sreda,V,2.02,['Nika Novak'],4
Poletni semester 2024/25,Matematika,3. letnik,Slučajni procesi 1,14,2,sreda,V,2.02,['Jan Rems'],2
Poletni semester 2024/25,Matematika,3. letnik,Diplomski seminar,14,2,sreda,Ostale skupine,2.03,['Pavle Saksida'],1
Poletni semester 2024/25,Matematika,3. letnik,Diskretna matematika 2,16,2,sreda,P,2.02,['Riste Škrekovski'],2
Poletni semester 2024/25,Matematika,3. letnik,Numerična linearna algebra,8,2,četrtek,P,2.03,['Bor Plestenjak'],2
Poletni semester 2024/25,Matematika,3. letnik,Elementarna teorija števil,10,2,četrtek,P,2.03,['Ganna Kudryavtseva'],2
Poletni semester 2024/25,Matematika,3. letnik,Osnove podatkovnih baz,10,2,četrtek,P,3.11,['Janoš Vidali'],2
Poletni semester 2024/25,Matematika,3. letnik,Elementarna teorija števil,12,2,četrtek,V,3.07,['Lucijan Plevnik'],2
Poletni semester 2024/25,Matematika,3. letnik,Osnove podatkovnih baz,12,2,četrtek,V,3.11,['Gašper Domen Romih'],2
Poletni semester 2024/25,Matematika,3. letnik,Diskretna matematika 2,14,2,četrtek,V,3.05,['Eva Vidrih'],2
Poletni semester 2024/25,Matematika,3. letnik,Izbrane  teme iz analize podatkov,17,2,četrtek,V,3.11,['Sebastian Mežnar'],2
Poletni semester 2024/25,Matematika,3. letnik,Statistika,8,2,petek,P,2.03,['Martin Raič'],1
Poletni semester 2024/25,Matematika,3. letnik,Matematično modeliranje,10,2,petek,Ostale skupine,3.11,['Tadej Kanduč'],4
Poletni semester 2024/25,Matematika,3. letnik,Elementarna teorija števil,12,1,petek,P,1.01,['Ganna Kudryavtseva'],2
Poletni semester 2024/25,Matematika,3. letnik,Izbrane  teme iz analize podatkov,13,2,petek,P,3.05,['Ljupčo Todorovski'],2
Poletni semester 2024/25,Matematika,magistrski študij,Matematični seminar,8,2,ponedeljek,S,3.05,['Aleš Vavpetič'],1
Poletni semester 2024/25,Matematika,magistrski študij,Izbrana poglavja iz diskretne matematike,10,2,ponedeljek,P,3.05,['Primož Potočnik'],4
Poletni semester 2024/25,Matematika,magistrski študij,Komutativna algebra,12,2,ponedeljek,P,3.05,['Daniel Smertnig'],3
Poletni semester 2024/25,Matematika,magistrski študij,Napredno strojno učenje,12,2,ponedeljek,V,3.10,['Sebastian Mežnar'],3
Poletni semester 2024/25,Matematika,magistrski študij,Diferencialna geometrija,14,3,ponedeljek,P,2.03,['Pavle Saksida'],3
Poletni semester 2024/25,Matematika,magistrski študij,Napredno strojno učenje,17,2,ponedeljek,Ostale skupine,3.11,['Sebastian Mežnar'],3
Poletni semester 2024/25,Matematika,magistrski študij,Dinamični sistemi,9,2,torek,P,3.05,['Uroš Kuzman'],3
Poletni semester 2024/25,Matematika,magistrski študij,Slučajni procesi 2,10,2,torek,P,1.01,['Jaka Smrekar'],3
Poletni semester 2024/25,Matematika,magistrski študij,Izbrana poglavja iz diskretne matematike,11,1,torek,S,3.05,['Micael Alexi Toledo Roy'],4
Poletni semester 2024/25,Matematika,magistrski študij,Iterativne numerične metode v linearni algebri / Izbrana poglavja iz numerične matematike,12,3,torek,P,2.02,['Bor Plestenjak'],4
Poletni semester 2024/25,Matematika,magistrski študij,Logika,17,2,torek,V,3.04,['Gregor Dolinar'],3
Poletni semester 2024/25,Matematika,magistrski študij,Iterativne numerične metode v linearni algebri / Izbrana poglavja iz numerične matematike,8,2,sreda,V,1.01,['Tadej Kanduč'],4
Poletni semester 2024/25,Matematika,magistrski študij,Finančna matematika 3,10,2,sreda,V,1.01,['Nika Novak'],3
Poletni semester 2024/25,Matematika,magistrski študij,Izbrana poglavja iz topologije,10,2,sreda,V,2.03,['Dejan Govc'],3
Poletni semester 2024/25,Matematika,magistrski študij,Komutativna algebra,12,2,sreda,V,F3,['Daniel Vitas'],3
Poletni semester 2024/25,Matematika,magistrski študij,Parcialne diferencialne enačbe,13,3,sreda,P,3.06,['Aleksey Kostenko'],3
Poletni semester 2024/25,Matematika,magistrski študij,Slučajni procesi 2,16,2,sreda,V,3.06,['Jan Rems'],3
Poletni semester 2024/25,Matematika,magistrski študij,Logika,16,3,sreda,P,1.01,['Alexander Keith Simpson'],3
Poletni semester 2024/25,Matematika,magistrski študij,Izbrana poglavja iz topologije,8,3,četrtek,P,3.05,['Petar Pavešić'],3
Poletni semester 2024/25,Matematika,magistrski študij,Komutativna algebra,11,1,četrtek,P,2.04,['Daniel Smertnig'],3
